Hour of day,Net sales,Total orders,Total guests
16,175.04,7,10
6,53.48,4,4
20,153.13,6,8
10,1362.7,51,93
8,547.62,27,41
13,829.7,22,49
11,1125.24,46,73
18,452.94,13,27
15,72.42,5,8
14,316.35,16,28
19,341.09,12,19
7,221.98,16,17
12,796.43,30,52
9,1032.91,47,71
17,139.44,5,8
