Payment type,Payment sub type,Count,Amount,Tips,Grat,Tax amount,Refunds,Tip refunds,Legacy tips,Total,Tips/Grat %
Cash,,53,904.29,6.0,7.59,68.9,0.0,0.0,6.00,917.88,1.6
Credit/debit,,173,3684.75,486.36,88.48,280.68,0.0,0.0,486.36,4259.59,16.8
Credit/debit,AMEX,3,77.69,14.0,0.0,5.91,0.0,0.0,14.00,91.69,19.5
Credit/debit,DISCOVER,3,80.2,6.73,0.0,6.12,0.0,0.0,6.73,86.93,9.1
Credit/debit,MASTERCARD,63,1432.28,206.41,63.09,109.09,0.0,0.0,206.41,1701.78,20.3
Credit/debit,VISA,104,2094.58,259.22,25.39,159.56,0.0,0.0,259.22,2379.19,14.6
Gift Card,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.00,
Other,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.00,
Total,,226,4589.04,492.36,96.07,349.58,0.0,0.0,492.36,5177.47,13.8
