Sales category,Items,Net sales,Discount amount,Refund amount,Gross sales,Tax amount
Food,719.0,3428.49,41.06,0.0,3469.55,282.73
NA Beverage,222.0,709.68,5.45,0.0,715.13,58.5
Liquor,10.0,93.91,1.49,0.0,95.4,7.74
Draft Beer,2.0,7.38,0.0,0.0,7.38,0.61
Total,953.0,4239.46,48.00,0.0,4287.46,349.58
