Hour of day,Net sales,Total orders,Total guests
17,181.97,7,11
15,133.69,9,10
7,122.07,13,14
11,501.75,31,37
19,708.76,9,42
6,18.02,3,3
20,60.28,2,3
16,123.29,6,6
12,724.12,26,46
8,255.67,21,27
13,234.31,14,17
14,131.39,8,9
10,488.44,28,40
18,276.89,8,14
9,278.81,19,24
