Hour of day,Net sales,Total orders,Total guests
15,21.59,2,2
14,134.71,8,10
16,59.44,2,3
11,326.94,17,24
13,148.63,9,11
9,308.62,24,30
17,142.49,8,9
8,189.09,16,18
10,180.36,12,16
18,196.41,8,9
7,107.72,10,10
19,176.07,5,8
6,17.91,4,4
12,330.97,18,27
