Sales category,Items,Net sales,Discount amount,Refund amount,Gross sales,Tax amount
Food,610.0,2416.06,62.18,0.0,2478.24,199.25
NA Beverage,154.0,454.83,8.5,0.0,463.33,37.52
Liquor,6.0,40.94,0.0,0.0,40.94,3.37
Draft Beer,1.0,3.69,0.0,0.0,3.69,0.3
Total,771.0,2915.52,70.68,0.0,2986.20,240.44
