Revenue center,Items,Net sales,Discount amount,Refund amount,Gross sales,Tax amount
Dining Room,638.0,2086.22,13.88,0.0,2100.1,171.88
Drive Thru,386.0,1241.05,0.0,0.0,1241.05,102.15
Total,1024.0,3327.27,13.88,0.0,3341.15,274.03
