Revenue center,Items,Net sales,Discount amount,Refund amount,Gross sales,Tax amount
Bar,4.0,11.96,0.0,0.0,11.96,0.98
Dining Room,1213.0,5589.84,129.96,0.0,5719.8,461.07
Drive Thru,672.0,2271.7,31.6,0.0,2303.3,187.51
No Revenue Center,2.0,23.98,0.0,0.0,23.98,1.98
Total,1891.0,7897.48,161.56,0.0,8059.04,651.54
