Sales category,Items,Net sales,Discount amount,Refund amount,Gross sales,Tax amount
Food,1458.0,6476.42,155.26,0.0,6631.68,534.34
NA Beverage,408.0,1217.41,6.3,0.0,1223.71,100.44
Liquor,18.0,174.82,0.0,0.0,174.82,14.39
Draft Beer,7.0,28.83,0.0,0.0,28.83,2.37
Total,1891.0,7897.48,161.56,0.0,8059.04,651.54
