Dining option,Orders,Net sales,Discount amount,Gross sales,Tax amount
Dine In,136,4966.43,59.0,5025.43,409.66
Drive Thru,150,2414.08,31.6,2445.68,199.26
Take Out,28,516.97,70.96,587.93,42.62
Total,314,7897.48,161.56,8059.04,651.54
