Service mode,Net sales,Total guests,Avg/Guest,Total payments,Avg/Payment,Total orders,Avg/Order,Turn time (minutes)
Quick Service,1789.76,128,13.98,126,15.38,128,13.98,13.35
Table Service,1429.07,114,12.54,58,26.67,55,25.98,38.75
Total,3218.83,242,13.30,184,18.94,183,17.59,20.99
