Dining option,Orders,Net sales,Discount amount,Gross sales,Tax amount
Dine In,60,1454.29,43.47,1497.76,119.9
Drive Thru,114,1629.23,36.03,1665.26,134.33
Take Out,9,135.31,1.3,136.61,11.17
Total,183,3218.83,80.80,3299.63,265.40
