Sales category,Items,Net sales,Discount amount,Refund amount,Gross sales,Tax amount
Food,1066.0,4151.87,76.39,0.0,4228.26,342.27
NA Beverage,337.0,829.45,0.73,0.0,830.18,68.24
Liquor,10.0,79.41,0.0,0.0,79.41,6.54
Bottled Beer,4.0,15.96,0.0,0.0,15.96,1.32
Total,1417.0,5076.69,77.12,0.0,5153.81,418.37
