Service mode,Net sales,Total guests,Avg/Guest,Total payments,Avg/Payment,Total orders,Avg/Order,Turn time (minutes)
Quick Service,2431.73,198,12.28,197,13.36,198,12.28,12.55
Table Service,2644.96,195,13.56,120,23.86,92,28.75,52.57
Total,5076.69,393,12.92,317,17.33,290,17.51,25.25
