Hour of day,Net sales,Total orders,Total guests
8,411.89,30,33
11,622.68,39,53
19,231.99,9,12
17,170.4,9,12
16,251.67,10,15
15,130.59,10,11
12,474.65,25,41
9,463.82,31,41
10,455.91,32,47
14,281.73,15,21
13,421.42,18,30
7,445.1,23,27
20,52.61,4,4
6,97.33,12,12
18,564.9,23,34
