Revenue center,Items,Net sales,Discount amount,Refund amount,Gross sales,Tax amount
Dining Room,1417.0,5076.69,77.12,0.0,5153.81,418.37
Total,1417.0,5076.69,77.12,0.0,5153.81,418.37
