Dining option,Orders,Net sales,Discount amount,Gross sales,Tax amount
Dine In,94,2648.94,56.56,2705.5,218.34
Drive Thru,176,2137.8,5.57,2143.37,176.14
Take Out,20,289.95,14.99,304.94,23.89
Total,290,5076.69,77.12,5153.81,418.37
