Payment type,Payment sub type,Count,Amount,Tips,Grat,Tax amount,Refunds,Tip refunds,Legacy tips,Total,Tips/Grat %
Cash,,87,1184.88,0.0,0.0,90.21,0.0,0.0,0.00,1184.88,0.0
Credit/debit,,230,4310.18,402.15,20.46,328.16,0.0,0.0,402.15,4732.79,10.6
Credit/debit,AMEX,10,127.23,11.0,0.0,9.69,0.0,0.0,11.00,138.23,9.4
Credit/debit,DISCOVER,1,21.62,0.0,0.0,1.66,0.0,0.0,0.00,21.62,0.0
Credit/debit,MASTERCARD,85,1723.29,193.35,20.46,131.11,0.0,0.0,193.35,1937.10,13.4
Credit/debit,VISA,134,2438.04,197.8,0.0,185.7,0.0,0.0,197.80,2635.84,8.8
Gift Card,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.00,
Other,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.00,
Total,,317,5495.06,402.15,20.46,418.37,0.0,0.0,402.15,5917.67,8.3
