Dining option,Orders,Net sales,Discount amount,Gross sales,Tax amount
Dine In,64,2323.64,55.25,2378.89,191.52
Drive Thru,118,1599.37,25.98,1625.35,131.9
Take Out,24,362.03,1.4,363.43,29.89
Total,206,4285.04,82.63,4367.67,353.31
