Hour of day,Net sales,Total orders,Total guests
8,306.7,28,32
12,485.67,19,32
20,252.13,10,15
15,90.65,5,5
16,158.46,8,10
9,423.37,28,34
19,328.39,13,21
18,429.42,9,23
14,189.25,11,15
6,128.0,5,5
13,195.2,8,13
17,148.42,7,11
10,304.08,20,25
11,687.41,21,43
7,157.89,14,16
