Service / day part,Orders,Net sales,Discount amount,Refund amount,Gross sales,Tax amount
Breakfast,76,1034.15,41.92,0.0,1076.07,85.32
Lunch,64,1648.18,12.03,0.0,1660.21,135.88
Dinner,47,1316.82,17.03,0.0,1333.85,108.52
No Service,19,285.89,11.65,0.0,297.54,23.59
Total,206,4285.04,82.63,0.0,4367.67,353.31
