Sales category,Items,Net sales,Discount amount,Refund amount,Gross sales,Tax amount
Food,817.0,3551.96,79.63,0.0,3631.59,292.92
NA Beverage,206.0,637.49,3.0,0.0,640.49,52.53
Liquor,10.0,90.9,0.0,0.0,90.9,7.47
Draft Beer,1.0,4.69,0.0,0.0,4.69,0.39
Total,1034.0,4285.04,82.63,0.0,4367.67,353.31
