Payment type,Payment sub type,Count,Amount,Tips,Grat,Tax amount,Refunds,Tip refunds,Legacy tips,Total,Tips/Grat %
Cash,,95,1517.16,0,3.47,115.5,0.0,0.0,0.00,1520.63,0.2
Credit/debit,,244,4608.83,403.55,16.72,350.87,0.0,0.0,403.55,5029.10,9.9
Credit/debit,AMEX,8,81.33,14.0,0.0,6.2,0.0,0.0,14.00,95.33,18.6
Credit/debit,DISCOVER,3,42.17,0.0,0.0,3.22,0.0,0.0,0.00,42.17,0.0
Credit/debit,MASTERCARD,97,1982.95,196.41,2.44,150.96,0.0,0.0,196.41,2181.80,10.8
Credit/debit,VISA,136,2502.38,193.14,14.28,190.49,0.0,0.0,193.14,2709.80,9.0
Gift Card,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.00,
Other,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.00,
Total,,339,6125.99,403.55,20.19,466.37,0.0,0.0,403.55,6549.73,7.5
