Hour of day,Net sales,Total orders,Total guests
15,143.34,12,15
14,297.86,14,22
16,203.37,9,9
11,990.94,51,77
13,300.8,18,25
9,737.11,42,66
20,138.42,6,7
17,267.7,13,19
8,426.94,36,41
10,598.82,29,47
18,368.54,15,27
7,285.71,24,28
19,169.8,7,12
6,101.04,11,11
12,629.23,36,53
