Sales category,Items,Net sales,Discount amount,Refund amount,Gross sales,Tax amount
Food,1172.0,4676.69,49.43,0.0,4726.12,385.59
NA Beverage,404.0,892.6,0.0,0.0,892.6,73.31
Liquor,16.0,82.35,0.0,0.0,82.35,6.81
Bottled Beer,2.0,7.98,0.0,0.0,7.98,0.66
Total,1594.0,5659.62,49.43,0.0,5709.05,466.37
