Revenue center,Items,Net sales,Discount amount,Refund amount,Gross sales,Tax amount
Dining Room,1594.0,5659.62,49.43,0.0,5709.05,466.37
Total,1594.0,5659.62,49.43,0.0,5709.05,466.37
