Service mode,Net sales,Total guests,Avg/Guest,Total payments,Avg/Payment,Total orders,Avg/Order,Turn time (minutes)
Quick Service,2519.75,204,12.35,209,13.05,204,12.35,8.89
Table Service,3139.87,255,12.31,130,26.14,119,26.39,42.64
Total,5659.62,459,12.33,339,18.07,323,17.52,21.32
