Revenue center,Items,Net sales,Discount amount,Refund amount,Gross sales,Tax amount
Dining Room,738.0,2338.6,13.13,0.0,2351.73,192.61
Drive Thru,329.0,1056.94,0.0,0.0,1056.94,87.05
Total,1067.0,3395.54,13.13,0.0,3408.67,279.66
