Hour of day,Net sales,Total orders,Total guests
16,142.06,13,15
15,146.24,8,11
19,189.94,8,9
13,209.54,16,19
12,397.4,21,27
8,318.89,38,41
7,294.56,35,36
6,216.03,22,23
9,328.81,29,34
14,187.76,14,16
10,385.44,29,40
18,193.5,11,12
17,68.04,6,6
11,317.33,21,25
