Revenue center,Items,Net sales,Discount amount,Refund amount,Gross sales,Tax amount
Dining Room,1585.0,5557.91,95.62,0.0,5653.53,457.89
Total,1585.0,5557.91,95.62,0.0,5653.53,457.89
