Service mode,Net sales,Total guests,Avg/Guest,Total payments,Avg/Payment,Total orders,Avg/Order,Turn time (minutes)
Quick Service,3018.85,219,13.78,219,14.92,219,13.78,11.55
Table Service,2539.06,205,12.39,108,25.45,97,26.18,34.59
Total,5557.91,424,13.11,327,18.40,316,17.59,18.62
