Payment type,Payment sub type,Count,Amount,Tips,Grat,Tax amount,Refunds,Tip refunds,Legacy tips,Total,Tips/Grat %
Cash,,90,1517.84,0.0,1.8,115.56,0.0,0.0,0.00,1519.64,0.1
Credit/debit,,237,4497.96,383.76,34.76,342.33,0.0,0.0,383.76,4916.48,10.1
Credit/debit,AMEX,5,143.82,14.24,0.0,10.96,0.0,0.0,14.24,158.06,10.7
Credit/debit,DISCOVER,3,37.1,0.0,0.0,2.83,0.0,0.0,0.00,37.10,0.0
Credit/debit,MASTERCARD,88,1812.74,149.52,16.56,137.88,0.0,0.0,149.52,1978.82,9.9
Credit/debit,VISA,141,2504.3,220.0,18.2,190.66,0.0,0.0,220.00,2742.50,10.3
Gift Card,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.00,
Other,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.00,
Total,,327,6015.80,383.76,36.56,457.89,0.0,0.0,383.76,6436.12,7.6
