Dining option,Orders,Net sales,Discount amount,Gross sales,Tax amount
Dine In,56,1096.69,5.23,1101.92,90.31
Drive Thru,141,1387.91,2.09,1390.0,114.26
Take Out,31,384.39,7.97,392.36,31.62
Total,228,2868.99,15.29,2884.28,236.19
