Hour of day,Net sales,Total orders,Total guests
6,190.59,20,20
7,224.95,28,28
8,259.98,31,33
9,328.42,28,35
10,331.81,26,35
11,267.89,17,20
12,295.42,18,23
13,343.45,18,26
14,141.72,11,14
15,143.19,7,10
16,124.63,10,12
17,146.54,7,8
18,70.4,7,8
