Revenue center,Items,Net sales,Discount amount,Refund amount,Gross sales,Tax amount
Dining Room,641.0,2170.34,13.2,0,2183.54,178.63
Drive Thru,223.0,698.65,2.09,0,700.74,57.56
Total,864.0,2868.99,15.29,0,2884.28,236.19
