Service mode,Net sales,Total guests,Avg/Guest,Total payments,Avg/Payment,Total orders,Avg/Order,Turn time (minutes)
Quick Service,1832.08,179,10.24,180,11.02,178,10.29,7.18
Table Service,1036.91,93,11.15,54,20.78,50,20.74,35.65
Total,2868.99,272,10.55,234,13.27,228,12.58,13.42
