Service mode,Net sales,Total guests,Avg/Guest,Total payments,Avg/Payment,Total orders,Avg/Order,Turn time (minutes)
Quick Service,2569.26,166,15.48,165,16.85,166,15.48,13.89
Table Service,4927.6,388,12.70,159,33.54,140,35.20,43.71
Total,7496.86,554,13.53,324,25.05,306,24.50,27.53
