Dining option,Orders,Net sales,Discount amount,Gross sales,Tax amount
Dine In,142,4955.55,63.43,5018.98,408.32
Drive Thru,142,2194.95,14.38,2209.33,180.96
Take Out,22,346.36,0.0,346.36,28.52
Total,306,7496.86,77.81,7574.67,617.80
