Sales category,Items,Net sales,Discount amount,Refund amount,Gross sales,Tax amount
Food,1606.0,6068.03,77.81,0.0,6145.84,500.34
NA Beverage,582.0,1328.9,0.0,0.0,1328.9,109.2
Liquor,13.0,91.95,0.0,0.0,91.95,7.6
Bottled Beer,2.0,7.98,0.0,0.0,7.98,0.66
Total,2203.0,7496.86,77.81,0.0,7574.67,617.80
