Revenue center,Items,Net sales,Discount amount,Refund amount,Gross sales,Tax amount
Bar,2.0,0.0,3.58,0.0,3.58,0.0
Dining Room,490.0,2573.44,11.82,0.0,2585.26,212.15
Drive Thru,451.0,1708.59,8.95,0.0,1717.54,140.97
No Revenue Center,12.0,21.78,0.75,0.0,22.53,1.81
Total,955.0,4303.81,25.10,0.0,4328.91,354.93
