Hour of day,Net sales,Total orders,Total guests
19,187.59,6,9
11,611.98,27,48
15,82.6,4,5
10,458.28,32,36
9,381.43,26,32
8,236.47,23,24
20,63.12,3,4
16,15.57,2,2
6,12.14,2,2
7,86.37,9,9
18,371.19,12,15
13,230.32,11,26
17,490.44,15,28
12,871.0,27,56
14,205.31,10,14
