Service mode,Net sales,Total guests,Avg/Guest,Total payments,Avg/Payment,Total orders,Avg/Order,Turn time (minutes)
Quick Service,2541.34,215,11.82,219,12.56,212,11.99,6.49
Table Service,1073.59,86,12.48,52,22.35,49,21.91,35.07
Total,3614.93,301,12.01,271,14.44,261,13.85,11.85
