Hour of day,Net sales,Total orders,Total guests
11,424.54,27,34
10,223.27,13,18
9,367.15,28,32
13,197.17,14,15
14,77.04,5,5
6,289.73,25,29
12,395.69,22,30
8,388.8,33,34
7,373.66,43,45
18,109.78,8,8
15,229.11,15,17
19,95.55,5,5
16,194.45,10,11
17,238.41,12,17
20,10.58,1,1
