Service / day part,Orders,Net sales,Discount amount,Refund amount,Gross sales,Tax amount
Breakfast,74,979.22,1.79,0.0,981.01,80.57
Lunch,83,1323.55,2.39,0.0,1325.94,109.0
Dinner,36,648.77,0.0,0.0,648.77,53.45
No Service,68,663.39,14.25,0.0,677.64,54.62
Total,261,3614.93,18.43,0.0,3633.36,297.64
