Revenue center,Items,Net sales,Discount amount,Refund amount,Gross sales,Tax amount
Dining Room,705.0,2451.87,12.15,0,2464.02,201.88
Drive Thru,296.0,951.19,0.0,0,951.19,78.32
Total,1001.0,3403.06,12.15,0,3415.21,280.20
