Service mode,Net sales,Total guests,Avg/Guest,Total payments,Avg/Payment,Total orders,Avg/Order,Turn time (minutes)
Quick Service,2207.9,191,11.56,192,12.45,191,11.56,6.68
Table Service,1195.16,106,11.28,51,25.37,49,24.39,34.83
Total,3403.06,297,11.46,243,15.16,240,14.18,12.43
