Service / day part,Orders,Net sales,Discount amount,Refund amount,Gross sales,Tax amount
Breakfast,102,1861.38,9.01,0.0,1870.39,153.41
Lunch,108,1997.88,0.0,0.0,1997.88,164.65
No Service,4,66.97,0.0,0.0,66.97,5.52
Total,214,3926.23,9.01,0.0,3935.24,323.58
