Service mode,Net sales,Total guests,Avg/Guest,Total payments,Avg/Payment,Total orders,Avg/Order,Turn time (minutes)
Quick Service,2325.23,216,10.76,212,11.87,210,11.07,6.62
Table Service,1084.83,88,12.33,43,27.31,42,25.83,40.96
Total,3410.06,304,11.22,255,14.47,252,13.53,12.35
