Dining option,Orders,Net sales,Discount amount,Gross sales,Tax amount
Dine In,118,4281.38,59.31,4340.69,352.89
Drive Thru,143,2003.06,11.49,2014.55,165.03
Take Out,27,481.21,0.0,481.21,39.7
Total,288,6765.65,70.80,6836.45,557.62
