Revenue center,Items,Net sales,Discount amount,Refund amount,Gross sales,Tax amount
Dining Room,2108.0,6765.65,70.8,0.0,6836.45,557.62
Total,2108.0,6765.65,70.8,0.0,6836.45,557.62
