Revenue center,Items,Net sales,Discount amount,Refund amount,Gross sales,Tax amount
Dining Room,627.0,2285.39,11.91,0.0,2297.3,188.33
Drive Thru,425.0,1296.64,2.48,0.0,1299.12,106.68
Total,1052.0,3582.03,14.39,0.0,3596.42,295.01
