Revenue center,Items,Net sales,Discount amount,Refund amount,Gross sales,Tax amount
Dining Room,688.0,2283.0,1.49,0.0,2284.49,187.95
Drive Thru,324.0,948.33,0.0,0.0,948.33,78.08
Total,1012.0,3231.33,1.49,0.0,3232.82,266.03
