Dining option,Orders,Net sales,Discount amount,Gross sales,Tax amount
Dine In,52,928.45,1.49,929.94,76.4
Drive Thru,175,1830.41,0.0,1830.41,150.7
Take Out,44,472.47,0.0,472.47,38.93
Total,271,3231.33,1.49,3232.82,266.03
