Payment type,Payment sub type,Count,Amount,Tips,Grat,Tax amount,Refunds,Tip refunds,Legacy tips,Total,Tips/Grat %
Cash,,95,1565.75,0.0,8.78,119.15,0,0,0.00,1574.53,0.6
Credit/debit,,274,5319.21,463.63,22.21,404.68,0,0,463.63,5805.05,9.9
Credit/debit,AMEX,6,114.76,8.46,0.0,8.73,0,0,8.46,123.22,8.0
Credit/debit,DISCOVER,3,50.91,1.0,0.0,3.87,0,0,1.00,51.91,2.1
Credit/debit,MASTERCARD,102,2006.24,203.19,0.0,152.59,0,0,203.19,2209.43,10.9
Credit/debit,VISA,163,3147.3,250.98,22.21,239.49,0,0,250.98,3420.49,9.4
Gift Card,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.00,
Other,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.00,
Total,,369,6884.96,463.63,30.99,523.83,0.0,0.0,463.63,7379.58,7.8
