Sales category,Items,Net sales,Discount amount,Refund amount,Gross sales,Tax amount
Food,818.0,3613.28,111.57,0.0,3724.85,298.11
NA Beverage,253.0,744.91,6.46,0.0,751.37,61.46
Liquor,24.0,172.77,0.0,0.0,172.77,14.23
Draft Beer,9.0,35.21,0.0,0.0,35.21,2.88
Total,1104.0,4566.17,118.03,0.0,4684.20,376.68
