Service mode,Net sales,Total guests,Avg/Guest,Total payments,Avg/Payment,Total orders,Avg/Order,Turn time (minutes)
Quick Service,1803.59,135,13.36,140,13.95,135,13.36,11.74
Table Service,2762.58,189,14.62,96,31.15,84,32.89,46.97
Total,4566.17,324,14.09,236,20.94,219,20.85,25.25
