Revenue center,Items,Net sales,Discount amount,Refund amount,Gross sales,Tax amount
Dining Room,640.0,2404.81,5.19,0.0,2410.0,198.0
Drive Thru,284.0,857.46,4.91,0.0,862.37,70.62
Total,924.0,3262.27,10.10,0.0,3272.37,268.62
