Hour of day,Net sales,Total orders,Total guests
18,97.12,7,7
13,254.27,16,17
8,264.84,33,33
11,431.09,20,32
14,141.16,7,9
19,40.18,2,3
6,211.12,24,24
17,33.77,3,3
12,424.51,23,31
7,290.67,31,32
16,246.23,10,13
15,291.48,17,19
9,317.29,30,34
10,218.54,15,15
