Service mode,Net sales,Total guests,Avg/Guest,Total payments,Avg/Payment,Total orders,Avg/Order,Turn time (minutes)
Quick Service,2370.51,226,10.49,226,11.35,224,10.58,5.69
Table Service,847.78,71,11.94,44,20.86,40,21.19,38.57
Total,3218.29,297,10.84,270,12.90,264,12.19,10.67
