Service / day part,Orders,Net sales,Discount amount,Refund amount,Gross sales,Tax amount
Breakfast,89,926.19,0.0,0.0,926.19,76.3
Lunch,72,1073.37,7.9,0.0,1081.27,88.44
Dinner,43,656.89,2.92,0.0,659.81,54.15
No Service,60,561.84,0.0,0.0,561.84,46.23
Total,264,3218.29,10.82,0.0,3229.11,265.12
