Revenue center,Items,Net sales,Discount amount,Refund amount,Gross sales,Tax amount
Dining Room,681.0,2288.23,5.76,0.0,2293.99,188.58
Drive Thru,317.0,930.06,5.06,0.0,935.12,76.54
Total,998.0,3218.29,10.82,0.0,3229.11,265.12
