Sales category,Items,Net sales,Discount amount,Refund amount,Gross sales,Tax amount
Food,697.0,3109.41,42.31,0.0,3151.72,256.52
NA Beverage,201.0,530.06,0.0,0.0,530.06,43.69
Liquor,11.0,61.89,0.0,0.0,61.89,5.11
Draft Beer,11.0,46.59,0.0,0.0,46.59,3.84
Total,920.0,3747.95,42.31,0.0,3790.26,309.16
