Service / day part,Orders,Net sales,Discount amount,Refund amount,Gross sales,Tax amount
Breakfast,65,818.93,2.01,0.0,820.94,67.68
Lunch,76,1744.13,19.43,0.0,1763.56,143.79
Dinner,32,1017.18,6.4,0.0,1023.58,83.83
No Service,20,167.71,14.47,0.0,182.18,13.86
Total,193,3747.95,42.31,0.0,3790.26,309.16
