Hour of day,Net sales,Total orders,Total guests
12,1007.81,31,56
9,804.69,48,65
7,17.06,1,1
11,1223.47,54,92
13,867.07,24,43
14,430.66,16,20
10,1377.04,60,85
8,468.22,26,38
